DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter416,Clotrimazole,DDInter1559,Rabeprazole,Unknown
DDInter416,Clotrimazole,DDInter1325,Ofloxacin,Unknown
DDInter416,Clotrimazole,DDInter995,Itraconazole,Unknown
DDInter416,Clotrimazole,DDInter1046,Levetiracetam,Unknown
DDInter416,Clotrimazole,DDInter393,Clarithromycin,Unknown
DDInter416,Clotrimazole,DDInter1197,Metoclopramide,Unknown
DDInter416,Clotrimazole,DDInter326,Cefpodoxime,Unknown
DDInter416,Clotrimazole,DDInter402,Clobetasol,Unknown
DDInter1200,Metoprolol,DDInter1318,Nystatin,Unknown
DDInter1200,Metoprolol,DDInter1783,Tetracycline,Unknown
DDInter1200,Metoprolol,DDInter1202,Metronidazole,Unknown
DDInter1200,Metoprolol,DDInter402,Clobetasol,Unknown
DDInter1834,Topiramate,DDInter1318,Nystatin,Unknown
DDInter1244,Morphine,DDInter1318,Nystatin,Unknown
DDInter1244,Morphine,DDInter1783,Tetracycline,Unknown
DDInter1244,Morphine,DDInter402,Clobetasol,Unknown
DDInter249,Bupivacaine,DDInter815,Gentamicin,Unknown
DDInter249,Bupivacaine,DDInter1202,Metronidazole,Unknown
DDInter249,Bupivacaine,DDInter1191,Methylprednisolone,Unknown
DDInter1474,Piperacillin,DDInter1318,Nystatin,Unknown
DDInter268,Calcitriol,DDInter78,Amitriptyline,Unknown
DDInter416,Clotrimazole,DDInter78,Amitriptyline,Unknown
DDInter78,Amitriptyline,DDInter1318,Nystatin,Unknown
DDInter78,Amitriptyline,DDInter1191,Methylprednisolone,Unknown
DDInter689,Ethambutol,DDInter1318,Nystatin,Unknown
DDInter1164,Metformin,DDInter1318,Nystatin,Unknown
DDInter1164,Metformin,DDInter1783,Tetracycline,Unknown
DDInter1164,Metformin,DDInter1202,Metronidazole,Unknown
DDInter1326,Olanzapine,DDInter1318,Nystatin,Unknown
DDInter1326,Olanzapine,DDInter1783,Tetracycline,Unknown
DDInter1326,Olanzapine,DDInter402,Clobetasol,Unknown
DDInter268,Calcitriol,DDInter130,Atenolol,Unknown
DDInter670,Erythromycin,DDInter130,Atenolol,Unknown
DDInter416,Clotrimazole,DDInter130,Atenolol,Unknown
DDInter130,Atenolol,DDInter1318,Nystatin,Unknown
DDInter130,Atenolol,DDInter1783,Tetracycline,Unknown
DDInter130,Atenolol,DDInter815,Gentamicin,Unknown
DDInter130,Atenolol,DDInter1202,Metronidazole,Unknown
DDInter130,Atenolol,DDInter1008,Ketoconazole,Unknown
DDInter130,Atenolol,DDInter402,Clobetasol,Unknown
DDInter1340,Omeprazole,DDInter998,Ivermectin,Unknown
DDInter1340,Omeprazole,DDInter1318,Nystatin,Unknown
DDInter1340,Omeprazole,DDInter1783,Tetracycline,Unknown
DDInter1340,Omeprazole,DDInter402,Clobetasol,Unknown
DDInter1547,Pyrazinamide,DDInter66,Amikacin,Unknown
DDInter1547,Pyrazinamide,DDInter25,Acyclovir,Unknown
DDInter1547,Pyrazinamide,DDInter1202,Metronidazole,Unknown
DDInter1547,Pyrazinamide,DDInter1191,Methylprednisolone,Unknown
DDInter561,Diltiazem,DDInter1318,Nystatin,Unknown
DDInter561,Diltiazem,DDInter1783,Tetracycline,Unknown
DDInter561,Diltiazem,DDInter815,Gentamicin,Unknown
DDInter561,Diltiazem,DDInter1202,Metronidazole,Unknown
DDInter561,Diltiazem,DDInter402,Clobetasol,Unknown
DDInter268,Calcitriol,DDInter79,Amlodipine,Unknown
DDInter79,Amlodipine,DDInter1318,Nystatin,Unknown
DDInter79,Amlodipine,DDInter1783,Tetracycline,Unknown
DDInter79,Amlodipine,DDInter815,Gentamicin,Unknown
DDInter79,Amlodipine,DDInter1202,Metronidazole,Unknown
DDInter79,Amlodipine,DDInter402,Clobetasol,Unknown
DDInter755,Fluorometholone,DDInter554,Digoxin,Unknown
DDInter554,Digoxin,DDInter998,Ivermectin,Unknown
DDInter554,Digoxin,DDInter1318,Nystatin,Unknown
DDInter554,Digoxin,DDInter1202,Metronidazole,Unknown
DDInter554,Digoxin,DDInter402,Clobetasol,Unknown
DDInter1529,Progesterone,DDInter1318,Nystatin,Unknown
DDInter1505,Pramipexole,DDInter1318,Nystatin,Unknown
DDInter1505,Pramipexole,DDInter1783,Tetracycline,Unknown
DDInter1505,Pramipexole,DDInter402,Clobetasol,Unknown
DDInter89,Ampicillin,DDInter1318,Nystatin,Unknown
DDInter89,Ampicillin,DDInter1202,Metronidazole,Unknown
DDInter89,Ampicillin,DDInter1191,Methylprednisolone,Unknown
DDInter1707,Spironolactone,DDInter1318,Nystatin,Unknown
DDInter1707,Spironolactone,DDInter402,Clobetasol,Unknown
DDInter1172,Methocarbamol,DDInter1318,Nystatin,Unknown
DDInter1172,Methocarbamol,DDInter1783,Tetracycline,Unknown
DDInter1172,Methocarbamol,DDInter1202,Metronidazole,Unknown
DDInter1172,Methocarbamol,DDInter1191,Methylprednisolone,Unknown
DDInter48,Allopurinol,DDInter1318,Nystatin,Unknown
DDInter1874,Trimethoprim,DDInter1318,Nystatin,Unknown
DDInter1022,Lansoprazole,DDInter998,Ivermectin,Unknown
DDInter1022,Lansoprazole,DDInter1318,Nystatin,Unknown
DDInter1022,Lansoprazole,DDInter1783,Tetracycline,Unknown
DDInter1022,Lansoprazole,DDInter1202,Metronidazole,Unknown
DDInter1022,Lansoprazole,DDInter1191,Methylprednisolone,Unknown
DDInter1022,Lansoprazole,DDInter402,Clobetasol,Unknown
DDInter1254,Nabumetone,DDInter1318,Nystatin,Unknown
DDInter1254,Nabumetone,DDInter402,Clobetasol,Unknown
DDInter1010,Ketorolac,DDInter1318,Nystatin,Unknown
DDInter1010,Ketorolac,DDInter1783,Tetracycline,Unknown
DDInter1010,Ketorolac,DDInter1202,Metronidazole,Unknown
DDInter758,Fluoxetine,DDInter1318,Nystatin,Unknown
DDInter758,Fluoxetine,DDInter815,Gentamicin,Unknown
DDInter758,Fluoxetine,DDInter1191,Methylprednisolone,Unknown
DDInter758,Fluoxetine,DDInter402,Clobetasol,Unknown
DDInter363,Chlorpromazine,DDInter1191,Methylprednisolone,Unknown
DDInter157,Azithromycin,DDInter66,Amikacin,Unknown
DDInter1244,Morphine,DDInter66,Amikacin,Unknown
DDInter689,Ethambutol,DDInter66,Amikacin,Unknown
DDInter79,Amlodipine,DDInter66,Amikacin,Unknown
DDInter48,Allopurinol,DDInter66,Amikacin,Unknown
DDInter66,Amikacin,DDInter384,Ciprofloxacin,Unknown
DDInter66,Amikacin,DDInter1073,Linezolid,Unknown
DDInter66,Amikacin,DDInter1515,Prednisone,Unknown
DDInter66,Amikacin,DDInter1318,Nystatin,Unknown
DDInter66,Amikacin,DDInter722,Fentanyl,Unknown
DDInter66,Amikacin,DDInter1538,Propofol,Unknown
DDInter66,Amikacin,DDInter1342,Ondansetron,Unknown
DDInter66,Amikacin,DDInter1202,Metronidazole,Unknown
DDInter66,Amikacin,DDInter1191,Methylprednisolone,Unknown
DDInter66,Amikacin,DDInter133,Atorvastatin,Unknown
DDInter66,Amikacin,DDInter76,Amiodarone,Unknown
DDInter66,Amikacin,DDInter1325,Ofloxacin,Unknown
DDInter66,Amikacin,DDInter995,Itraconazole,Unknown
DDInter66,Amikacin,DDInter393,Clarithromycin,Unknown
DDInter66,Amikacin,DDInter1197,Metoclopramide,Unknown
DDInter670,Erythromycin,DDInter336,Celecoxib,Unknown
DDInter416,Clotrimazole,DDInter336,Celecoxib,Unknown
DDInter336,Celecoxib,DDInter1318,Nystatin,Unknown
DDInter336,Celecoxib,DDInter1783,Tetracycline,Unknown
DDInter336,Celecoxib,DDInter1008,Ketoconazole,Unknown
DDInter336,Celecoxib,DDInter402,Clobetasol,Unknown
DDInter670,Erythromycin,DDInter323,Cefotaxime,Unknown
DDInter323,Cefotaxime,DDInter998,Ivermectin,Unknown
DDInter323,Cefotaxime,DDInter1318,Nystatin,Unknown
DDInter323,Cefotaxime,DDInter1202,Metronidazole,Unknown
DDInter323,Cefotaxime,DDInter1191,Methylprednisolone,Unknown
DDInter1961,Zidovudine,DDInter1318,Nystatin,Unknown
DDInter853,Haloperidol,DDInter1318,Nystatin,Unknown
DDInter853,Haloperidol,DDInter1191,Methylprednisolone,Unknown
DDInter1607,Ritonavir,DDInter1318,Nystatin,Unknown
DDInter1607,Ritonavir,DDInter402,Clobetasol,Unknown
DDInter1916,Vancomycin,DDInter1318,Nystatin,Unknown
DDInter1916,Vancomycin,DDInter402,Clobetasol,Unknown
DDInter416,Clotrimazole,DDInter384,Ciprofloxacin,Unknown
DDInter384,Ciprofloxacin,DDInter1318,Nystatin,Unknown
DDInter384,Ciprofloxacin,DDInter1783,Tetracycline,Unknown
DDInter384,Ciprofloxacin,DDInter815,Gentamicin,Unknown
DDInter384,Ciprofloxacin,DDInter402,Clobetasol,Unknown
DDInter1541,Propylthiouracil,DDInter1318,Nystatin,Unknown
DDInter416,Clotrimazole,DDInter293,Carbamazepine,Unknown
DDInter293,Carbamazepine,DDInter1318,Nystatin,Unknown
DDInter293,Carbamazepine,DDInter1783,Tetracycline,Unknown
DDInter293,Carbamazepine,DDInter815,Gentamicin,Unknown
DDInter1539,Propranolol,DDInter1318,Nystatin,Unknown
DDInter1539,Propranolol,DDInter1783,Tetracycline,Unknown
DDInter1539,Propranolol,DDInter402,Clobetasol,Unknown
DDInter136,Atropine,DDInter1318,Nystatin,Unknown
DDInter136,Atropine,DDInter1202,Metronidazole,Unknown
DDInter136,Atropine,DDInter1191,Methylprednisolone,Unknown
DDInter1018,Lactulose,DDInter1318,Nystatin,Unknown
DDInter670,Erythromycin,DDInter638,Enalapril,Unknown
DDInter638,Enalapril,DDInter1318,Nystatin,Unknown
DDInter638,Enalapril,DDInter815,Gentamicin,Unknown
DDInter638,Enalapril,DDInter1202,Metronidazole,Unknown
DDInter638,Enalapril,DDInter1008,Ketoconazole,Unknown
DDInter638,Enalapril,DDInter402,Clobetasol,Unknown
DDInter1073,Linezolid,DDInter1318,Nystatin,Unknown
DDInter1073,Linezolid,DDInter1783,Tetracycline,Unknown
DDInter1073,Linezolid,DDInter1191,Methylprednisolone,Unknown
DDInter268,Calcitriol,DDInter216,Bisoprolol,Unknown
DDInter216,Bisoprolol,DDInter1202,Metronidazole,Unknown
DDInter624,Efavirenz,DDInter815,Gentamicin,Unknown
DDInter998,Ivermectin,DDInter1515,Prednisone,Unknown
DDInter1515,Prednisone,DDInter1318,Nystatin,Unknown
DDInter1515,Prednisone,DDInter1783,Tetracycline,Unknown
DDInter1515,Prednisone,DDInter402,Clobetasol,Unknown
DDInter1675,Simvastatin,DDInter1318,Nystatin,Unknown
DDInter1717,Sucralfate,DDInter1318,Nystatin,Unknown
DDInter315,Cefdinir,DDInter1318,Nystatin,Unknown
DDInter1318,Nystatin,DDInter1590,Rifampicin,Unknown
DDInter1318,Nystatin,DDInter1622,Rosuvastatin,Unknown
DDInter268,Calcitriol,DDInter1928,Verapamil,Unknown
DDInter1318,Nystatin,DDInter1928,Verapamil,Unknown
DDInter1928,Verapamil,DDInter1783,Tetracycline,Unknown
DDInter1928,Verapamil,DDInter815,Gentamicin,Unknown
DDInter1928,Verapamil,DDInter1202,Metronidazole,Unknown
DDInter1318,Nystatin,DDInter1095,Losartan,Unknown
DDInter1095,Losartan,DDInter1783,Tetracycline,Unknown
DDInter1095,Losartan,DDInter1202,Metronidazole,Unknown
DDInter1095,Losartan,DDInter402,Clobetasol,Unknown
DDInter1318,Nystatin,DDInter1212,Midazolam,Unknown
DDInter1318,Nystatin,DDInter1822,Tobramycin,Unknown
DDInter998,Ivermectin,DDInter790,Furosemide,Unknown
DDInter1318,Nystatin,DDInter790,Furosemide,Unknown
DDInter790,Furosemide,DDInter1202,Metronidazole,Unknown
DDInter790,Furosemide,DDInter1008,Ketoconazole,Unknown
DDInter790,Furosemide,DDInter402,Clobetasol,Unknown
DDInter1318,Nystatin,DDInter1821,Tizanidine,Unknown
DDInter1821,Tizanidine,DDInter402,Clobetasol,Unknown
DDInter1318,Nystatin,DDInter1745,Tamsulosin,Unknown
DDInter1318,Nystatin,DDInter1019,Lamivudine,Unknown
DDInter1019,Lamivudine,DDInter1202,Metronidazole,Unknown
DDInter1019,Lamivudine,DDInter1191,Methylprednisolone,Unknown
DDInter1019,Lamivudine,DDInter402,Clobetasol,Unknown
DDInter1318,Nystatin,DDInter1079,Lisinopril,Unknown
DDInter1079,Lisinopril,DDInter1783,Tetracycline,Unknown
DDInter1079,Lisinopril,DDInter1202,Metronidazole,Unknown
DDInter1079,Lisinopril,DDInter402,Clobetasol,Unknown
DDInter1318,Nystatin,DDInter1304,Nitroglycerin,Unknown
DDInter1304,Nitroglycerin,DDInter1783,Tetracycline,Unknown
DDInter1304,Nitroglycerin,DDInter402,Clobetasol,Unknown
DDInter998,Ivermectin,DDInter1605,Risperidone,Unknown
DDInter1318,Nystatin,DDInter1605,Risperidone,Unknown
DDInter1605,Risperidone,DDInter1783,Tetracycline,Unknown
DDInter1605,Risperidone,DDInter402,Clobetasol,Unknown
DDInter1318,Nystatin,DDInter699,Etodolac,Unknown
DDInter699,Etodolac,DDInter1008,Ketoconazole,Unknown
DDInter699,Etodolac,DDInter402,Clobetasol,Unknown
DDInter416,Clotrimazole,DDInter413,Clopidogrel,Unknown
DDInter1318,Nystatin,DDInter413,Clopidogrel,Unknown
DDInter413,Clopidogrel,DDInter1783,Tetracycline,Unknown
DDInter413,Clopidogrel,DDInter815,Gentamicin,Unknown
DDInter413,Clopidogrel,DDInter1202,Metronidazole,Unknown
DDInter413,Clopidogrel,DDInter1191,Methylprednisolone,Unknown
DDInter413,Clopidogrel,DDInter402,Clobetasol,Unknown
DDInter1915,Valsartan,DDInter1783,Tetracycline,Unknown
DDInter1516,Pregabalin,DDInter1783,Tetracycline,Unknown
DDInter1834,Topiramate,DDInter1783,Tetracycline,Unknown
DDInter1675,Simvastatin,DDInter1783,Tetracycline,Unknown
DDInter1318,Nystatin,DDInter1783,Tetracycline,Unknown
DDInter1821,Tizanidine,DDInter1783,Tetracycline,Unknown
DDInter1745,Tamsulosin,DDInter1783,Tetracycline,Unknown
DDInter1783,Tetracycline,DDInter707,Ezetimibe,Unknown
DDInter1783,Tetracycline,DDInter1622,Rosuvastatin,Unknown
DDInter1783,Tetracycline,DDInter393,Clarithromycin,Unknown
DDInter1323,Octreotide,DDInter25,Acyclovir,Unknown
DDInter268,Calcitriol,DDInter25,Acyclovir,Unknown
DDInter771,Folic acid,DDInter25,Acyclovir,Unknown
DDInter1509,Pravastatin,DDInter25,Acyclovir,Unknown
DDInter1915,Valsartan,DDInter25,Acyclovir,Unknown
DDInter162,Baclofen,DDInter25,Acyclovir,Unknown
DDInter670,Erythromycin,DDInter25,Acyclovir,Unknown
DDInter157,Azithromycin,DDInter25,Acyclovir,Unknown
DDInter1247,Moxifloxacin,DDInter25,Acyclovir,Unknown
DDInter825,Glimepiride,DDInter25,Acyclovir,Unknown
DDInter1098,Lovastatin,DDInter25,Acyclovir,Unknown
DDInter1516,Pregabalin,DDInter25,Acyclovir,Unknown
DDInter598,Doxycycline,DDInter25,Acyclovir,Unknown
DDInter416,Clotrimazole,DDInter25,Acyclovir,Unknown
DDInter1200,Metoprolol,DDInter25,Acyclovir,Unknown
DDInter1834,Topiramate,DDInter25,Acyclovir,Unknown
DDInter1244,Morphine,DDInter25,Acyclovir,Unknown
DDInter668,Ertapenem,DDInter25,Acyclovir,Unknown
DDInter1474,Piperacillin,DDInter25,Acyclovir,Unknown
DDInter78,Amitriptyline,DDInter25,Acyclovir,Unknown
DDInter755,Fluorometholone,DDInter25,Acyclovir,Unknown
DDInter689,Ethambutol,DDInter25,Acyclovir,Unknown
DDInter1164,Metformin,DDInter25,Acyclovir,Unknown
DDInter1326,Olanzapine,DDInter25,Acyclovir,Unknown
DDInter130,Atenolol,DDInter25,Acyclovir,Unknown
DDInter1340,Omeprazole,DDInter25,Acyclovir,Unknown
DDInter561,Diltiazem,DDInter25,Acyclovir,Unknown
DDInter44,Alfuzosin,DDInter25,Acyclovir,Unknown
DDInter1717,Sucralfate,DDInter25,Acyclovir,Unknown
DDInter1809,Timolol,DDInter25,Acyclovir,Unknown
DDInter79,Amlodipine,DDInter25,Acyclovir,Unknown
DDInter554,Digoxin,DDInter25,Acyclovir,Unknown
DDInter1529,Progesterone,DDInter25,Acyclovir,Unknown
DDInter1505,Pramipexole,DDInter25,Acyclovir,Unknown
DDInter89,Ampicillin,DDInter25,Acyclovir,Unknown
DDInter1707,Spironolactone,DDInter25,Acyclovir,Unknown
DDInter1172,Methocarbamol,DDInter25,Acyclovir,Unknown
DDInter48,Allopurinol,DDInter25,Acyclovir,Unknown
DDInter1874,Trimethoprim,DDInter25,Acyclovir,Unknown
DDInter1022,Lansoprazole,DDInter25,Acyclovir,Unknown
DDInter1254,Nabumetone,DDInter25,Acyclovir,Unknown
DDInter1010,Ketorolac,DDInter25,Acyclovir,Unknown
DDInter758,Fluoxetine,DDInter25,Acyclovir,Unknown
DDInter66,Amikacin,DDInter25,Acyclovir,Unknown
DDInter336,Celecoxib,DDInter25,Acyclovir,Unknown
DDInter323,Cefotaxime,DDInter25,Acyclovir,Unknown
DDInter853,Haloperidol,DDInter25,Acyclovir,Unknown
DDInter1607,Ritonavir,DDInter25,Acyclovir,Unknown
DDInter1916,Vancomycin,DDInter25,Acyclovir,Unknown
DDInter384,Ciprofloxacin,DDInter25,Acyclovir,Unknown
DDInter293,Carbamazepine,DDInter25,Acyclovir,Unknown
DDInter1539,Propranolol,DDInter25,Acyclovir,Unknown
DDInter136,Atropine,DDInter25,Acyclovir,Unknown
DDInter1018,Lactulose,DDInter25,Acyclovir,Unknown
DDInter638,Enalapril,DDInter25,Acyclovir,Unknown
DDInter1073,Linezolid,DDInter25,Acyclovir,Unknown
DDInter216,Bisoprolol,DDInter25,Acyclovir,Unknown
DDInter1287,Nicardipine,DDInter25,Acyclovir,Unknown
DDInter624,Efavirenz,DDInter25,Acyclovir,Unknown
DDInter1515,Prednisone,DDInter25,Acyclovir,Unknown
DDInter1675,Simvastatin,DDInter25,Acyclovir,Unknown
DDInter1318,Nystatin,DDInter25,Acyclovir,Unknown
DDInter1928,Verapamil,DDInter25,Acyclovir,Unknown
DDInter1095,Losartan,DDInter25,Acyclovir,Unknown
DDInter1212,Midazolam,DDInter25,Acyclovir,Unknown
DDInter1822,Tobramycin,DDInter25,Acyclovir,Unknown
DDInter790,Furosemide,DDInter25,Acyclovir,Unknown
DDInter1745,Tamsulosin,DDInter25,Acyclovir,Unknown
DDInter1019,Lamivudine,DDInter25,Acyclovir,Unknown
DDInter1354,Oxacillin,DDInter25,Acyclovir,Unknown
DDInter1079,Lisinopril,DDInter25,Acyclovir,Unknown
DDInter1304,Nitroglycerin,DDInter25,Acyclovir,Unknown
DDInter1605,Risperidone,DDInter25,Acyclovir,Unknown
DDInter699,Etodolac,DDInter25,Acyclovir,Unknown
DDInter413,Clopidogrel,DDInter25,Acyclovir,Unknown
DDInter1783,Tetracycline,DDInter25,Acyclovir,Unknown
DDInter25,Acyclovir,DDInter1431,Perindopril,Unknown
DDInter25,Acyclovir,DDInter815,Gentamicin,Unknown
DDInter25,Acyclovir,DDInter916,Indapamide,Unknown
DDInter25,Acyclovir,DDInter722,Fentanyl,Unknown
DDInter25,Acyclovir,DDInter1143,Meloxicam,Unknown
DDInter25,Acyclovir,DDInter1538,Propofol,Unknown
DDInter25,Acyclovir,DDInter534,Diazepam,Unknown
DDInter25,Acyclovir,DDInter1088,Loperamide,Unknown
DDInter25,Acyclovir,DDInter989,Isosorbide dinitrate,Unknown
DDInter25,Acyclovir,DDInter1342,Ondansetron,Unknown
DDInter25,Acyclovir,DDInter1202,Metronidazole,Unknown
DDInter25,Acyclovir,DDInter712,Famotidine,Unknown
DDInter25,Acyclovir,DDInter1231,Misoprostol,Unknown
DDInter25,Acyclovir,DDInter20,Acetylsalicylic acid,Unknown
DDInter25,Acyclovir,DDInter986,Isoniazid,Unknown
DDInter25,Acyclovir,DDInter1191,Methylprednisolone,Unknown
DDInter25,Acyclovir,DDInter1759,Telmisartan,Unknown
DDInter25,Acyclovir,DDInter1185,Methyldopa,Unknown
DDInter25,Acyclovir,DDInter707,Ezetimibe,Unknown
DDInter25,Acyclovir,DDInter791,Gabapentin,Unknown
DDInter25,Acyclovir,DDInter883,Hydrochlorothiazide,Unknown
DDInter25,Acyclovir,DDInter1009,Ketoprofen,Unknown
DDInter25,Acyclovir,DDInter990,Isosorbide mononitrate,Unknown
DDInter25,Acyclovir,DDInter716,Felodipine,Unknown
DDInter25,Acyclovir,DDInter1008,Ketoconazole,Unknown
DDInter25,Acyclovir,DDInter972,Irbesartan,Unknown
DDInter25,Acyclovir,DDInter718,Fenofibrate,Unknown
DDInter25,Acyclovir,DDInter1590,Rifampicin,Unknown
DDInter25,Acyclovir,DDInter83,Amoxicillin,Unknown
DDInter25,Acyclovir,DDInter826,Glipizide,Unknown
DDInter25,Acyclovir,DDInter133,Atorvastatin,Unknown
DDInter25,Acyclovir,DDInter769,Fluvastatin,Unknown
DDInter25,Acyclovir,DDInter1622,Rosuvastatin,Unknown
DDInter25,Acyclovir,DDInter335,Cefuroxime,Unknown
DDInter25,Acyclovir,DDInter1291,Nifedipine,Unknown
DDInter25,Acyclovir,DDInter76,Amiodarone,Unknown
DDInter25,Acyclovir,DDInter611,Dutasteride,Unknown
DDInter25,Acyclovir,DDInter1559,Rabeprazole,Unknown
DDInter25,Acyclovir,DDInter305,Carvedilol,Unknown
DDInter25,Acyclovir,DDInter310,Cefadroxil,Unknown
DDInter25,Acyclovir,DDInter272,Calcium chloride,Unknown
DDInter25,Acyclovir,DDInter1325,Ofloxacin,Unknown
DDInter25,Acyclovir,DDInter995,Itraconazole,Unknown
DDInter25,Acyclovir,DDInter1262,Naloxone,Unknown
DDInter25,Acyclovir,DDInter292,Captopril,Unknown
DDInter25,Acyclovir,DDInter1046,Levetiracetam,Unknown
DDInter25,Acyclovir,DDInter393,Clarithromycin,Unknown
DDInter25,Acyclovir,DDInter334,Ceftriaxone,Unknown
DDInter25,Acyclovir,DDInter1007,Ketamine,Unknown
DDInter25,Acyclovir,DDInter1197,Metoclopramide,Unknown
DDInter25,Acyclovir,DDInter314,Cefazolin,Unknown
DDInter25,Acyclovir,DDInter326,Cefpodoxime,Unknown
DDInter25,Acyclovir,DDInter13,Acenocoumarol,Unknown
DDInter25,Acyclovir,DDInter402,Clobetasol,Unknown
DDInter268,Calcitriol,DDInter1266,Naproxen,Unknown
DDInter670,Erythromycin,DDInter1266,Naproxen,Unknown
DDInter416,Clotrimazole,DDInter1266,Naproxen,Unknown
DDInter1318,Nystatin,DDInter1266,Naproxen,Unknown
DDInter1783,Tetracycline,DDInter1266,Naproxen,Unknown
DDInter25,Acyclovir,DDInter1266,Naproxen,Unknown
DDInter1266,Naproxen,DDInter1202,Metronidazole,Unknown
DDInter1266,Naproxen,DDInter1008,Ketoconazole,Unknown
DDInter1266,Naproxen,DDInter402,Clobetasol,Unknown
DDInter1318,Nystatin,DDInter1431,Perindopril,Unknown
DDInter1509,Pravastatin,DDInter815,Gentamicin,Unknown
DDInter1200,Metoprolol,DDInter815,Gentamicin,Unknown
DDInter1244,Morphine,DDInter815,Gentamicin,Unknown
DDInter1707,Spironolactone,DDInter815,Gentamicin,Unknown
DDInter48,Allopurinol,DDInter815,Gentamicin,Unknown
DDInter853,Haloperidol,DDInter815,Gentamicin,Unknown
DDInter136,Atropine,DDInter815,Gentamicin,Unknown
DDInter1018,Lactulose,DDInter815,Gentamicin,Unknown
DDInter1073,Linezolid,DDInter815,Gentamicin,Unknown
DDInter1515,Prednisone,DDInter815,Gentamicin,Unknown
DDInter1675,Simvastatin,DDInter815,Gentamicin,Unknown
DDInter1318,Nystatin,DDInter815,Gentamicin,Unknown
DDInter1095,Losartan,DDInter815,Gentamicin,Unknown
DDInter1019,Lamivudine,DDInter815,Gentamicin,Unknown
DDInter1354,Oxacillin,DDInter815,Gentamicin,Unknown
DDInter1079,Lisinopril,DDInter815,Gentamicin,Unknown
DDInter815,Gentamicin,DDInter1538,Propofol,Unknown
